lge lge_lo lge_hi eff eff_err sigma_en delta_en
-1.7745454545454544 -1.8 -1.749090909090909 0.00017921838838185506 3.041699739064957e-06 0.27134882288923357 0.5639110865869243
-1.7236363636363636 -1.749090909090909 -1.6981818181818182 0.0003871664909192712 4.740054282114701e-06 0.25232920665350883 0.444465072397587
-1.6727272727272728 -1.6981818181818182 -1.6472727272727274 0.0007528805589592328 7.007652567380412e-06 0.24027292261197164 0.33771852521276946
-1.621818181818182 -1.6472727272727274 -1.5963636363636364 0.0013361213692770076 9.896012592222856e-06 0.2302343575165668 0.2488036673501588
-1.5709090909090908 -1.5963636363636364 -1.5454545454545454 0.0022114794409185817 1.349406704168636e-05 0.22453451313716655 0.17986414867958048
-1.52 -1.5454545454545454 -1.4945454545454546 0.0033016282666052743 1.7473611100777837e-05 0.22477315352007968 0.12437486128371213
-1.4690909090909092 -1.4945454545454546 -1.4436363636363638 0.00468079057472554 2.2046113957275862e-05 0.2307656544685067 0.0876954027222457
-1.4181818181818184 -1.4436363636363638 -1.3927272727272728 0.006347126445943079 2.719892357446633e-05 0.23488975106942703 0.0667086064973944
-1.3672727272727272 -1.3927272727272728 -1.3418181818181818 0.008284456947081622 3.291743019319264e-05 0.23188717602719783 0.056348012557802245
-1.3163636363636364 -1.3418181818181818 -1.290909090909091 0.01061988545812637 3.947265974768292e-05 0.21988630227303252 0.04995424977900424
-1.2654545454545456 -1.290909090909091 -1.2400000000000002 0.013452768426007298 4.7040746583960944e-05 0.20190467165640824 0.040058591244602634
-1.2145454545454548 -1.2400000000000002 -1.1890909090909092 0.01676866885424607 5.5595690139497524e-05 0.18748877957689622 0.028992697674886665
-1.1636363636363636 -1.1890909090909092 -1.1381818181818182 0.020388686729327626 6.488436294537206e-05 0.17512251137663942 0.01764897423904217
-1.1127272727272728 -1.1381818181818182 -1.0872727272727274 0.024090216397991006 7.464457581825678e-05 0.16354990577373607 0.004282843185350119
-1.061818181818182 -1.0872727272727274 -1.0363636363636366 0.02796833644872551 8.511402667070987e-05 0.15585280210260505 -0.008327760973151101
